idCode,itemCode,koreanName,Update,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
Y367,A61,L앙카,2022-02-13,400mm & 16in,,1030,1216,1330,1745,1931,2417,2417,3117,3275,4276,4705,5119,5634,7436,8366,13385,16359,22308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y368,A61,L앙카,2022-02-13,450mm & 18in,,1130,1330,1473,1931,2131,2703,2703,3375,3489,4705,5191,5634,6206,8180,9209,14500,17846,24167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y369,A61,L앙카,2022-02-13,500mm & 20in,,1230,1473,1645,2116,2345,2932,2932,3689,3947,5134,5663,6135,6750,8923,10039,15802,19334,26026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y370,A61,L앙카,2022-02-13,600mm & 24in,,,1687,1873,2460,2703,3489,3489,4304,4605,5992,6549,7164,7894,10410,11712,18218,22308,29744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y371,A61,L앙카,2022-02-13,700mm & 28in,,,2074,2274,3017,3318,4304,4304,5119,5534,6850,7536,8180,9009,11898,13385,20635,25282,33462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y372,A61,L앙카,2022-02-13,800mm & 32in,,,2360,2603,3461,3804,4919,4919,5892,6349,7708,8480,9209,10196,13385,15058,23052,28257,37180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y373,A61,L앙카,2022-02-13,900mm & 36in,,,2560,2831,3890,4304,5463,5463,6549,7064,8551,9409,10225,11254,14872,16731,25468,31231,40898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y374,A61,L앙카,2022-02-13,1000mm & 40in,,,3075,3375,4304,4733,6135,6135,7264,7779,9409,10368,11254,12384,16359,18404,27885,34206,44616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y375,A61,L앙카,2022-02-13,1100mm & 44in,,,,,4705,5177,6692,6692,7979,8294,10267,11311,12269,13499,17846,20077,30302,37180,48334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y376,A61,L앙카,2022-02-13,1200mm & 48in,,,,,5077,5591,7222,7222,8652,9009,11154,12084,13299,14643,19334,21750,32718,40154,52052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y377,A61,L앙카,2022-02-13,1300mm & 52in,,,,,5534,6135,7579,7579,9352,9824,11983,13185,14314,15759,20821,23423,35135,43129,55770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y378,A61,L앙카,2022-02-13,1400mm & 56in,,,,,5935,6549,8180,8180,10053,10639,12827,14128,15344,16888,22308,25097,37552,46103,59488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y379,A61,L앙카,2022-02-13,1500mm & 60in,,,,,6349,6964,8795,8795,10739,11354,13685,15058,16359,18004,23795,26770,39969,49078,63206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y380,A61,L앙카,2022-02-13,1600mm & 64in,,,,,,,,,11454,12269,14543,15973,17389,19148,25282,28443,42385,52052,66924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y381,A61,L앙카,2022-02-13,1700mm & 68in,,,,,,,,,15764,17028,20021,21992,23925,26584,34800,39151,58242,71534,91835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y382,A61,L앙카,2022-02-13,1800mm & 72in,,,,,,,,,16750,17828,21137,23256,25375,28034,36734,41326,61384,75401,96668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y383,A61,L앙카,2022-02-13,1900mm & 76in,,,,,,,,,17549,18609,22234,24464,26584,29242,38667,43501,64526,79268,101501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y384,A61,L앙카,2022-02-13,2000mm & 80in,,,,,,,,,18609,19947,24167,26584,29000,32625,41084,48334,67668,84585,106335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y385,A62,스트롱 앙카,2022-02-13,standard,1_4,3_8 X 12,3_8 X 14,1_2,5_8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y386,A62,스트롱 앙카,2022-02-13,스트롱 앙카,70,70,75,170,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y387,A64,드롭인 앙카,2022-02-13,standard,M6,M8,3_8,1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y388,A64,드롭인 앙카,2022-02-13,드롭인 앙카,65,70,70,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y389,A63,스트롱 앙카 스텐,2022-02-13,standard,3/8 (스텐핀),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y390,A63,스트롱 앙카 스텐,2022-02-13,스트롱 앙카 스텐,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y391,A67,세트앙카,2022-02-13,standard,1_4*50,5_16*60,3_8*70,3_8*100,3_8*125,3_8*150,3_8*200,3_8*250,3_8*300,1_2*100,1_2*125,1_2*150,1_2*200,1_2*250,1_2*300,5_8*125,5_8*150,5_8*200,5_8*250,5_8*300,3_4*150,3_4*200,3_4*250,3_4*300,7_8*200,7_8*250,7_8*300,1in *200,1in *250,1in *300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y392,A67,세트앙카,2022-02-13,철,70,90,120,165,220,275,330,385,440,330,440,550,660,770,880,660,770,880,1100,1320,1100,1320,1540,1760,1870,2200,2530,2420,2750,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y393,A67,세트앙카,2022-02-13,SUS200,230,253,288,345,403,460,633,805,978,633,690,805,1035,1438,1725,1495,1668,1898,,,2760,3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y394,A67,세트앙카,2022-02-13,SUS304,288,391,426,518,633,748,978,1208,1438,966,1150,1380,1725,2070,2415,2070,2530,2875,4140,4830,3565,5175,6325,7130,,,19550,18400,20700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y395,A65,웨지앙카(스터드앙카),2022-02-13,standard,3/8*70,8*65,10*70,10*100,10*120,10*150,12*80,12*100,12*120,12*150,12*180,16*100,16*120,16*140,16*160,16*180,16*200,20*150,20*170,20*200,24*200,24*240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y396,A65,웨지앙카(스터드앙카),2022-02-13,철,100,70,120,165,220,275,253,330,440,550,660,660,770,880,990,1100,1210,1100,1210,1430,2530,3300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y397,A65,웨지앙카(스터드앙카),2022-02-13,SUS304,,650,"1,000","1,300",,,"1,450","1,650","1,600","2,200",,"2,500","2,700",,"4,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y398,A70,떠블앙카,2022-02-13,standard,3_8,1_2,M8*35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y399,A70,떠블앙카,2022-02-13,떠블앙카,320,520,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y400,A71,토우앙카,2022-02-13,standard,TA-30,TA-50,TA-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y401,A71,토우앙카,2022-02-13,토우앙카,250,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y402,A72,세트앙카 롱캡,2022-02-13,standard,70,100,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y403,A72,세트앙카 롱캡,2022-02-13,3_8,130,180,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y404,A72,세트앙카 롱캡,2022-02-13,1_2,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y405,A19,연결너트,2022-02-13,standard,1_4,5_16,3_8,1_2,5_8,3_4,7_8,1in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y406,A19,연결너트,2022-02-13,원형,60,70,70,150,750,1500,1700,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y407,A19,연결너트,2022-02-13,육각,,,75,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y408,A19,연결너트,2022-02-13,스텐,500,700,1000,1500,2700,3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y409,A80,G코일,2022-02-13,standard,1D,1.5D,2D,2.5D,3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y410,A80,G코일,2022-02-13,M3,64,74,85,108,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y411,A80,G코일,2022-02-13,M4,64,74,85,108,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y412,A80,G코일,2022-02-13,M5,64,74,85,108,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y413,A80,G코일,2022-02-13,M6,64,74,85,108,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y414,A80,G코일,2022-02-13,M8,77,97,119,140,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y415,A80,G코일,2022-02-13,M10,97,132,160,206,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y416,A80,G코일,2022-02-13,M12,119,186,214,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y417,A80,G코일,2022-02-13,M14,228,288,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y418,A80,G코일,2022-02-13,M16,280,361,482,673,809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y419,A80,G코일,2022-02-13,M20,770,867,981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y420,A80,G코일,2022-02-13,M24,963,1040,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y421,A81,R핀,2022-02-13,standard,4,5,6,8,10,12,14,16,19,25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y422,A81,R핀,2022-02-13,R핀,18,20,20,21,27,29,49,52,70,105,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y423,A82,분활핀,2022-02-13,standard,12,16,20,25,32,40,50,65,75,90,100,125,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y424,A82,분활핀,2022-02-13,1.2,8,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y425,A82,분활핀,2022-02-13,1.6,5,5,6,7,9,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y426,A82,분활핀,2022-02-13,2,6,6,7,8,8,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y427,A82,분활핀,2022-02-13,2.5,7,7,9,9,12,14,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y428,A82,분활핀,2022-02-13,3,9,9,10,14,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y429,A82,분활핀,2022-02-13,4,,15,15,16,19,20,23,27,33,37,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y430,A82,분활핀,2022-02-13,5,,,26,30,32,34,42,47,55,61,69,86,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y431,A82,분활핀,2022-02-13,6,,,59,59,63,72,78,85,96,109,125,156,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y432,A82,분활핀,2022-02-13,8,,,,,,116,131,146,172,204,255,311,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y433,A82,분활핀,2022-02-13,10,,,,,,204,204,234,264,293,325,381,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y434,A82,분활핀,2022-02-13,12,,,,,,,,438,589,732,880,1030,1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y435,A82,분활핀,2022-02-13,16,,,,,,,,,1365,1508,2028,2340,2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y436,A82,분활핀,2022-02-13,20,,,,,,,,,,,3081,3523,3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y437,A11,육각너트,2022-02-13,standard,M3,M4,M5,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M27,M30,M33,M36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y438,A11,육각너트,2022-02-13,스텐,6,7,9,15,30,70,100,150,200,290,380,480,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y439,A11,육각너트,2022-02-13,일반,,,,6,12,25,35,58,81,104,127,173,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y440,A11,육각너트,2022-02-13,콜라,,,,11,14,30,44,66,88,127,165,209,308,495,715,935,1320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y441,A85,육각너트 인치,2022-02-13,standard,1_4,5_16,3_8,1_2,5_8,3_4,7_8,1in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y442,A85,육각너트 인치,2022-02-13,스텐,23,33,40,110,200,340,600,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y443,A85,육각너트 인치,2022-02-13,일반,8,14,17,40,81,115,207,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y444,A85,육각너트 인치,2022-02-13,콜라,69,71,84,124,232,390,549,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y445,A8,평와샤,2022-02-13,standard,M3,M4,M5,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M27,M30,M33,M36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y446,A8,평와샤,2022-02-13,스텐,2.5,3.5,4,7,11,22,40,50,70,90,100,110,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y447,A8,평와샤,2022-02-13,일반,,,,5,7,8,21,35,46,58,69,92,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y448,A8,평와샤,2022-02-13,콜라,,,,10,11,14,28,39,55,66,94,99,132,182,209,275,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y449,A7,스프링와샤,2022-02-13,standard,M3,M4,M5,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M27,M30,M33,M36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y450,A7,스프링와샤,2022-02-13,스텐,2,3,4,7,13,25,35,50,75,100,130,180,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y451,A7,스프링와샤,2022-02-13,일반,,,,3,6,9,17,23,35,46,58,69,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y452,A7,스프링와샤,2022-02-13,콜라,,,,4,7,11,17,22,44,55,77,88,110,143,198,253,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y453,A84,평와샤 인치,2022-02-13,standard,1_4,5_16,3_8,1_2,5_8,3_4,7_8,1in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y454,A84,평와샤 인치,2022-02-13,일반,5,7,8,21,46,69,92,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y455,A84,평와샤 인치,2022-02-13,스텐,7,11,22,40,70,100,110,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y456,A84,평와샤 인치,2022-02-13,콜라,10,11,14,28,55,94,99,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y457,A83,스프링와샤 인치,2022-02-13,standard,1_4,5_16,3_8,1_2,5_8,3_4,7_8,1in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y458,A83,스프링와샤 인치,2022-02-13,일반,3,6,9,17,35,58,69,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y459,A83,스프링와샤 인치,2022-02-13,스텐,7,13,25,35,75,130,190,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y460,A83,스프링와샤 인치,2022-02-13,콜라,4,7,11,22,44,77,88,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y461,A10,대와샤 도금,2022-02-13,standard,16,18,20,22,25,26,28,30,32,35,40,50,58,70,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y462,A10,대와샤 도금,2022-02-13,M4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y463,A10,대와샤 도금,2022-02-13,M5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y464,A10,대와샤 도금,2022-02-13,M6,,7,8,,18,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y465,A10,대와샤 도금,2022-02-13,M8,,,,12,18,,,30,,43,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y466,A10,대와샤 도금,2022-02-13,M10,,,,,,18,22,29,,43,70,125,170,235,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y467,A10,대와샤 도금,2022-02-13,M12,,,,,,,,,35,70,,125,170,235,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y468,A10,대와샤 도금,2022-02-13,M16,,,,,,,,,,,77,109,160,238,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y469,A10,대와샤 도금,2022-02-13,M20,,,,,,,,,,,,115,160,240,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y470,A10,대와샤 도금,2022-02-13,M22,,,,,,,,,,,,115,160,240,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y471,A10,대와샤 도금,2022-02-13,M24,,,,,,,,,,,,,160,280,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y472,A9,대와샤 스텐,2022-02-13,standard,16,18,20,22,25,26,28,30,32,35,40,50,58,70,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y473,A9,대와샤 스텐,2022-02-13,M4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y474,A9,대와샤 스텐,2022-02-13,M5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y475,A9,대와샤 스텐,2022-02-13,M6,,12,16,,33,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y476,A9,대와샤 스텐,2022-02-13,M8,,,,28,35,,,90,,120,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y477,A9,대와샤 스텐,2022-02-13,M10,,,,,,30,45,50,,85,150,300,370,550,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y478,A9,대와샤 스텐,2022-02-13,M12,,,,,,,,,100,,130,300,370,550,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y479,A9,대와샤 스텐,2022-02-13,M16,,,,,,,,,,,250,300,370,520,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y480,A9,대와샤 스텐,2022-02-13,M20,,,,,,,,,,,,300,370,520,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y481,A9,대와샤 스텐,2022-02-13,M22,,,,,,,,,,,,300,370,520,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y482,A9,대와샤 스텐,2022-02-13,M24,,,,,,,,,,,,,370,520,845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
